,MTprime,MPhi,limit_p1,limit_p2,limit_m1,limit_m2,exp,obs
66,1800.0,175.0,7.943940758705139,12.248866558074951,3.374999761581421,2.2499999403953552,4.4999998807907104,4.881994496540904
199,1800.0,200.0,6.7959606647491455,10.239901542663574,3.374999761581421,2.2499999403953552,4.4999998807907104,5.252565302967175
148,1800.0,225.0,3.7755337357521057,5.688834190368652,1.875,1.25,2.4999999999999996,2.5920474039619905
200,1800.0,250.0,3.3979803323745728,5.550443530082703,1.6874998807907104,1.1249999701976776,2.2499999403953552,2.4516476166752548
125,1800.0,275.0,4.719417095184326,7.708949446678162,2.34375,1.5625,3.125,2.9862118363565493
126,1800.0,300.0,7.551067471504211,11.377668380737305,3.75,2.5,4.999999999999999,4.161485594589286
130,1800.0,325.0,11.326601505279541,18.50147843360901,5.625,3.75,7.5,5.636918777620901
201,1800.0,350.0,33.099753856658936,51.036949157714844,14.0625,9.375,18.75,20.600257529965344
202,1800.0,450.0,407.7889633178711,665.6062316894531,173.25000762939453,115.50000190734863,231.00000381469727,231.23926633659585
203,1800.0,500.0,473.9884948730469,730.8490753173828,201.37500762939453,134.25000190734863,268.50000381469727,326.8019316773876
6,1900.0,75.0,3.9719703793525696,6.819499731063843,1.6874998807907104,1.1249999701976776,2.2499999403953552,3.4411071160999684
204,1900.0,100.0,5.295960903167725,8.16591203212738,2.250000089406967,1.5000000596046448,3.0000001192092896,4.6542207625350365
205,1900.0,125.0,5.6633007526397705,9.250739216804504,2.8125,1.875,3.75,3.8804739564669744
127,1900.0,150.0,4.719417095184326,7.708949446678162,2.34375,1.5625,3.125,4.65194161862873
154,1900.0,175.0,7.943940758705139,10.813891887664795,3.374999761581421,2.2499999403953552,4.4999998807907104,4.915655642041093
206,1900.0,200.0,6.619951128959656,10.20738959312439,2.8125,1.875,3.75,5.036315625872762
150,1900.0,225.0,3.7755337357521057,5.688834190368652,1.875,1.25,2.4999999999999996,2.2661864541545067
155,1900.0,250.0,3.3979803323745728,5.119950771331787,1.6874998807907104,1.1249999701976776,2.2499999403953552,2.0450301880015904
128,1900.0,275.0,3.7755337357521057,5.688834190368652,1.875,1.25,2.4999999999999996,2.0409503863412155
151,1900.0,300.0,5.6633007526397705,7.8157639503479,2.8125,1.875,3.75,2.974591063344918
108,1900.0,325.0,8.826600909233093,13.60985279083252,3.75,2.5,4.999999999999999,4.0942087986579265
207,1900.0,350.0,22.507832050323486,32.67224073410034,9.562499523162842,6.3749998807907104,12.749999761581421,14.471357167779491
156,1900.0,450.0,370.7172393798828,571.6138076782227,157.5,105.0,210.0,227.97088513033896
208,1900.0,500.0,513.7081909179688,838.4909820556641,218.25000762939453,145.50000190734863,291.00000381469727,420.2610705500476
37,2000.0,75.0,5.295960903167725,9.09266710281372,2.250000089406967,1.5000000596046448,3.0000001192092896,3.889148869700233
157,2000.0,100.0,5.295960903167725,8.6442369222641,2.250000089406967,1.5000000596046448,3.0000001192092896,5.003768043847975
209,2000.0,125.0,6.619951128959656,9.011576771736145,2.8125,1.875,3.75,3.9879911433578705
135,2000.0,150.0,3.7755337357521057,5.688834190368652,1.875,1.25,2.4999999999999996,3.837771471134362
158,2000.0,175.0,7.943940758705139,12.248866558074951,3.374999761581421,2.2499999403953552,4.4999998807907104,5.027942314074236
210,2000.0,200.0,6.619951128959656,10.20738959312439,2.8125,1.875,3.75,4.813134199386079
131,2000.0,225.0,3.7755337357521057,5.688834190368652,1.875,1.25,2.4999999999999996,2.5003516930354657
159,2000.0,250.0,3.3979803323745728,5.550443530082703,1.6874998807907104,1.1249999701976776,2.2499999403953552,2.0016184593719313
152,2000.0,275.0,3.7755337357521057,5.688834190368652,1.875,1.25,2.4999999999999996,1.9551603935591244
109,2000.0,300.0,5.6633007526397705,8.533251285552979,2.8125,1.875,3.75,2.363339497825635
134,2000.0,325.0,7.551067471504211,12.334319353103638,3.75,2.5,4.999999999999999,3.253638936321794
211,2000.0,350.0,19.87517237663269,31.17560386657715,7.874999642372131,5.249999761581421,10.499999523162842,10.013321628445372
160,2000.0,450.0,301.8697738647461,410.9278869628906,128.25000762939453,85.50000190734863,171.00000381469727,216.09185357701537
212,2000.0,500.0,394.54906463623047,608.3604049682617,167.62500762939453,111.75000190734863,223.50000381469727,268.70311826570406
61,2100.0,75.0,4.402463138103485,6.82286262512207,1.6874998807907104,1.1249999701976776,2.2499999403953552,1.800502485241684
161,2100.0,100.0,4.530640542507172,6.826601624488831,2.250000089406967,1.5000000596046448,3.0000001192092896,3.437937043862468
213,2100.0,125.0,5.182128548622131,7.911367416381836,2.2614821791648865,1.6187667846679688,3.369140625,3.6350349876161325
153,2100.0,150.0,3.7755337357521057,5.688834190368652,1.875,1.25,2.4999999999999996,2.794709533497808
162,2100.0,175.0,6.619951128959656,9.011576771736145,2.8125,1.875,3.75,3.8702369170417894
214,2100.0,200.0,5.096970796585083,7.679926753044128,2.5312501192092896,1.6875000298023224,3.3750000596046448,3.693888159061874
112,2100.0,225.0,3.7755337357521057,5.210509300231934,1.875,1.25,2.4999999999999996,2.301556808233878
163,2100.0,250.0,2.823989987373352,4.832955598831177,1.6874998807907104,1.1249999701976776,2.2499999403953552,1.7953837572029772
116,2100.0,275.0,3.7755337357521057,6.645484566688538,1.875,1.25,2.4999999999999996,1.5463334011078256
120,2100.0,300.0,4.706650376319885,8.05492639541626,2.8125,1.875,3.75,1.788165262915547
124,2100.0,325.0,7.551067471504211,11.377668380737305,3.75,2.5,4.999999999999999,2.438133813372774
215,2100.0,350.0,15.887881517410278,21.62778377532959,6.749999523162842,4.4999998807907104,8.999999761581421,6.549260026444351
164,2100.0,450.0,223.9909553527832,291.1478042602539,121.5000057220459,81.00000381469727,162.00000762939453,185.80844818787867
216,2100.0,500.0,307.1657180786133,501.3656997680664,130.49999237060547,86.99999809265137,173.99999618530273,180.63659340549148
78,2200.0,75.0,3.9719703793525696,6.819499731063843,1.6874998807907104,1.1249999701976776,2.2499999403953552,2.4372223205508057
165,2200.0,100.0,3.9719703793525696,6.124433279037476,1.6874998807907104,1.1249999701976776,2.2499999403953552,2.6286327838284445
217,2200.0,125.0,4.633965492248535,7.145172357559204,1.9687499105930328,1.3124999403953552,2.6249998807907104,3.3914071302714532
129,2200.0,150.0,3.309975564479828,5.402647852897644,1.40625,0.9375,1.875,2.350640481381442
166,2200.0,175.0,5.6633007526397705,8.533251285552979,2.8125,1.875,3.75,3.2472607634214334
218,2200.0,200.0,4.530640542507172,7.4005913734436035,2.250000089406967,1.5000000596046448,3.0000001192092896,3.2312550580993538
132,2200.0,225.0,3.7755337357521057,6.645484566688538,1.875,1.25,2.4999999999999996,2.3492959762846843
167,2200.0,250.0,2.6479804515838623,4.08295601606369,1.1250000447034836,0.7500000298023224,1.5000000596046448,1.5732317654260688
133,2200.0,275.0,2.8316503763198853,4.266625642776489,1.40625,0.9375,1.875,1.1549066615008805
136,2200.0,300.0,3.7755337357521057,5.688834190368652,1.875,1.25,2.4999999999999996,1.3166010680818552
138,2200.0,325.0,6.619951128959656,10.20738959312439,2.8125,1.875,3.75,1.9869706375102114
219,2200.0,350.0,11.915911436080933,16.220837831497192,5.062500238418579,3.3750000596046448,6.7500001192092896,4.45744598080715
168,2200.0,450.0,122.36542701721191,149.8810863494873,77.4375057220459,44.25000190734863,88.50000381469727,94.31453624262177
220,2200.0,500.0,277.9146957397461,361.2389373779297,150.75000762939453,100.50000190734863,201.00000381469727,231.69685571555152
173,2300.0,75.0,4.528023302555084,6.823843717575073,1.6874998807907104,1.1249999701976776,2.2499999403953552,2.3197906375114656
169,2300.0,100.0,3.3979803323745728,6.81501567363739,1.6874998807907104,1.1249999701976776,2.2499999403953552,2.323641531095727
221,2300.0,125.0,3.9719703793525696,6.483177542686462,1.6874998807907104,1.1249999701976776,2.2499999403953552,3.159686223163761
198,2300.0,150.0,4.413300454616547,7.402832508087158,1.875,1.25,2.4999999999999996,3.065657202774722
170,2300.0,175.0,3.3713605999946594,4.99489963054657,1.5190093219280243,1.1016540229320526,2.2382812201976776,2.605127071358753
222,2300.0,200.0,4.530640542507172,6.826601624488831,2.250000089406967,1.5000000596046448,3.0000001192092896,2.9617335072526685
145,2300.0,225.0,2.8316503763198853,4.266625642776489,1.40625,0.9375,1.875,1.791647558964635
171,2300.0,250.0,2.265320271253586,3.7002956867218018,1.1250000447034836,0.7500000298023224,1.5000000596046448,1.4609626138110356
149,2300.0,275.0,2.8316503763198853,4.266625642776489,1.40625,0.9375,1.875,1.035820526417197
250,2300.0,300.0,3.7755337357521057,5.688834190368652,1.875,1.25,2.4999999999999996,1.1663390765504087
251,2300.0,325.0,5.6633007526397705,8.533251285552979,2.8125,1.875,3.75,1.945560664955726
223,2300.0,350.0,9.26793098449707,14.290344715118408,3.9374998211860657,2.6249998807907104,5.249999761581421,3.5521461148058266
172,2300.0,450.0,48.738770484924316,59.69839572906494,26.437501907348633,17.625000476837158,35.250000953674316,40.73442923583889
224,2300.0,500.0,170.06719589233398,221.0566520690918,92.25000381469727,61.500000953674316,123.00000190734863,129.2954006414921
228,2400.0,75.0,4.528023302555084,6.823843717575073,1.6874998807907104,1.1249999701976776,2.2499999403953552,2.0493591561655338
225,2400.0,100.0,3.3979803323745728,6.81501567363739,1.6874998807907104,1.1249999701976776,2.2499999403953552,2.300602965812111
174,2400.0,125.0,3.9719703793525696,6.483177542686462,1.6874998807907104,1.1249999701976776,2.2499999403953552,3.1348646284559596
252,2400.0,150.0,2.8316503763198853,4.984113574028015,1.40625,0.9375,1.875,2.0552564138806795
226,2400.0,175.0,5.295960903167725,7.209261655807495,2.250000089406967,1.5000000596046448,3.0000001192092896,2.9625488755482614
175,2400.0,200.0,4.530640542507172,6.826601624488831,2.250000089406967,1.5000000596046448,3.0000001192092896,2.9441906927335157
253,2400.0,225.0,2.3533251881599426,4.02746319770813,1.171875,0.9375,1.875,1.7128186071421483
227,2400.0,250.0,2.265320271253586,3.7002956867218018,1.1250000447034836,0.7500000298023224,1.5000000596046448,1.434146740365592
279,2400.0,275.0,2.2066502273082733,3.40246319770813,0.9375,0.625,1.2499999999999998,0.9482246380733067
280,2400.0,300.0,3.309975564479828,4.804741442203522,1.40625,0.9375,1.875,1.1497227693395982
281,2400.0,325.0,4.719417095184326,7.111042737960815,2.34375,1.5625,3.125,1.4874790278945467
176,2400.0,350.0,9.26793098449707,12.616206407546997,3.9374998211860657,2.6249998807907104,5.249999761581421,3.0389804339362154
177,2400.0,500.0,132.73537635803223,172.53202438354492,84.0000057220459,48.00000190734863,96.00000381469727,106.02528200350945
182,2500.0,75.0,4.598773717880249,6.930466294288635,1.3900762796401978,0.9372711181640625,2.28515625,2.3328983747174963
178,2500.0,100.0,3.3979803323745728,6.81501567363739,1.6874998807907104,1.1249999701976776,2.2499999403953552,2.2243365900462475
229,2500.0,125.0,3.9719703793525696,6.483177542686462,1.6874998807907104,1.1249999701976776,2.2499999403953552,3.0646055596853605
276,2500.0,150.0,4.413300454616547,7.577221989631653,1.875,1.25,2.4999999999999996,2.941815399349197
179,2500.0,175.0,5.00258207321167,7.537705302238464,2.2449952363967896,1.6044922173023224,3.3125001192092896,2.903220135646759
230,2500.0,200.0,4.530640542507172,6.826601624488831,2.250000089406967,1.5000000596046448,3.0000001192092896,2.8702039232907572
277,2500.0,225.0,3.309975564479828,5.103694796562195,1.40625,0.9375,1.875,2.148520457178037
180,2500.0,250.0,2.265320271253586,3.4133008122444153,1.1250000447034836,0.7500000298023224,1.5000000596046448,1.3771665114974774
282,2500.0,275.0,2.8316503763198853,4.984113574028015,1.40625,0.9375,1.875,1.1284187128373317
283,2500.0,300.0,3.7755337357521057,5.688834190368652,1.875,1.25,2.4999999999999996,1.1990017739709191
284,2500.0,325.0,4.719417095184326,7.111042737960815,2.34375,1.5625,3.125,1.5806795805991345
231,2500.0,350.0,7.943940758705139,10.813891887664795,3.374999761581421,2.2499999403953552,4.4999998807907104,2.6513155706937166
181,2500.0,450.0,32.13816165924072,41.47658348083496,21.70518398284912,19.315794706344604,25.687499046325684,27.72427189887756
232,2500.0,500.0,101.62551879882812,124.47750091552734,64.31250095367432,36.74999952316284,73.49999904632568,80.96884948382687
237,2600.0,75.0,4.528023302555084,6.823843717575073,1.6874998807907104,1.1249999701976776,2.2499999403953552,2.4122047458323745
233,2600.0,100.0,3.3979803323745728,6.81501567363739,1.6874998807907104,1.1249999701976776,2.2499999403953552,1.8441033406558272
183,2600.0,125.0,3.9719703793525696,6.483177542686462,1.6874998807907104,1.1249999701976776,2.2499999403953552,3.0678146545845024
254,2600.0,150.0,2.8316503763198853,4.625369608402252,1.40625,0.9375,1.875,1.9404243486294734
234,2600.0,175.0,5.295960903167725,7.209261655807495,2.250000089406967,1.5000000596046448,3.0000001192092896,2.8961302584358526
184,2600.0,200.0,4.530640542507172,6.826601624488831,2.250000089406967,1.5000000596046448,3.0000001192092896,2.8196915003562233
255,2600.0,225.0,2.359708547592163,3.5555213689804077,1.171875,0.78125,1.5625,1.588497821021776
235,2600.0,250.0,2.265320271253586,3.4133008122444153,1.1250000447034836,0.7500000298023224,1.5000000596046448,1.385004306116087
256,2600.0,275.0,2.2066502273082733,3.40246319770813,0.9375,0.625,1.2499999999999998,0.8726700961736233
257,2600.0,300.0,2.8316503763198853,4.984113574028015,1.40625,0.9375,1.875,0.9498384742707087
258,2600.0,325.0,3.7755337357521057,6.167159676551819,1.875,1.25,2.4999999999999996,1.2370143514634293
185,2600.0,350.0,6.619951128959656,10.20738959312439,2.8125,1.875,3.75,2.347098594807432
236,2600.0,450.0,27.035937309265137,35.042874813079834,18.259289264678955,16.249237060546875,21.609375476837158,23.25979648643358
110,2600.0,500.0,70.86133003234863,92.10694313049316,44.84375,25.625,51.25,58.690307581148595
189,2700.0,75.0,4.528023302555084,6.823843717575073,1.6874998807907104,1.1249999701976776,2.2499999403953552,2.4415562576704914
186,2700.0,100.0,3.3979803323745728,6.81501567363739,1.6874998807907104,1.1249999701976776,2.2499999403953552,1.8397840874386104
238,2700.0,125.0,3.9719703793525696,6.483177542686462,1.6874998807907104,1.1249999701976776,2.2499999403953552,3.0612117746770013
259,2700.0,150.0,2.8316503763198853,4.984113574028015,1.40625,0.9375,1.875,1.986767096531418
187,2700.0,175.0,5.295960903167725,7.209261655807495,2.250000089406967,1.5000000596046448,3.0000001192092896,2.9109256727142534
239,2700.0,200.0,4.530640542507172,6.826601624488831,2.250000089406967,1.5000000596046448,3.0000001192092896,2.8362747739899263
260,2700.0,225.0,2.2066502273082733,3.40246319770813,0.9375,0.625,1.2499999999999998,1.512516881473899
188,2700.0,250.0,2.265320271253586,3.4133008122444153,1.1250000447034836,0.7500000298023224,1.5000000596046448,1.3699794584221299
285,2700.0,275.0,1.8877668678760529,3.322742283344269,0.9375,0.625,1.2499999999999998,0.8441800506717869
286,2700.0,300.0,2.8316503763198853,4.266625642776489,1.40625,0.9375,1.875,0.9655566726426201
287,2700.0,325.0,3.7755337357521057,6.167159676551819,1.875,1.25,2.4999999999999996,1.2303345869711686
