,MTprime,MPhi,Limit [fb]
211,2000.0,350.0,10.013321628445372
212,2000.0,500.0,268.70311826570406
213,2100.0,125.0,3.6350349876161325
214,2100.0,200.0,3.693888159061874
215,2100.0,350.0,6.549260026444351
216,2100.0,500.0,180.63659340549148
217,2200.0,125.0,3.3914071302714532
218,2200.0,200.0,3.2312550580993538
219,2200.0,350.0,4.45744598080715
220,2200.0,500.0,231.69685571555152
221,2300.0,125.0,3.159686223163761
222,2300.0,200.0,2.9617335072526685
223,2300.0,350.0,3.5521461148058266
224,2300.0,500.0,129.2954006414921
225,2400.0,100.0,2.300602965812111
226,2400.0,175.0,2.9625488755482614
227,2400.0,250.0,1.434146740365592
228,2400.0,75.0,2.0493591561655338
229,2500.0,125.0,3.0646055596853605
230,2500.0,200.0,2.8702039232907572
231,2500.0,350.0,2.6513155706937166
232,2500.0,500.0,80.96884948382687
233,2600.0,100.0,1.8441033406558272
234,2600.0,175.0,2.8961302584358526
235,2600.0,250.0,1.385004306116087
236,2600.0,450.0,23.25979648643358
237,2600.0,75.0,2.4122047458323745
238,2700.0,125.0,3.0612117746770013
239,2700.0,200.0,2.8362747739899263
240,2700.0,350.0,2.2374262923135086
241,2700.0,500.0,45.61530794485648
242,2800.0,100.0,1.9210538467355356
243,2800.0,175.0,2.9125876247894973
244,2800.0,250.0,1.388719665100788
245,2800.0,450.0,18.640626915545894
246,2800.0,75.0,2.465100008923193
247,2900.0,125.0,3.1871508353407996
248,2900.0,200.0,2.8698477162203733
249,2900.0,350.0,2.0131864577054768
250,2300.0,300.0,1.1663390765504087
251,2300.0,325.0,1.945560664955726
252,2400.0,150.0,2.0552564138806795
253,2400.0,225.0,1.7128186071421483
254,2600.0,150.0,1.9404243486294734
255,2600.0,225.0,1.588497821021776
256,2600.0,275.0,0.8726700961736233
257,2600.0,300.0,0.9498384742707087
258,2600.0,325.0,1.2370143514634293
259,2700.0,150.0,1.986767096531418
260,2700.0,225.0,1.512516881473899
261,2800.0,225.0,1.6157033327296784
262,2800.0,275.0,0.8868380686842091
263,2800.0,300.0,0.9123977215324421
264,2800.0,325.0,1.14273558371239
265,2900.0,150.0,1.955466936723402
266,2900.0,225.0,1.5964225039646627
267,2900.0,275.0,0.8671405612153932
268,2900.0,300.0,0.9832735874877312
269,2900.0,325.0,1.0979945901295105
270,3000.0,150.0,2.0000707066214356
271,3000.0,225.0,1.5608322473388112
272,3000.0,275.0,0.9110243818299291
273,3000.0,300.0,0.8818124747194243
274,3000.0,325.0,1.050622385899774
275,900.0,150.0,29.22911035138017
276,2500.0,150.0,2.941815399349197
277,2500.0,225.0,2.148520457178037
278,2800.0,150.0,1.8047204480778962
279,2400.0,275.0,0.9482246380733067
280,2400.0,300.0,1.1497227693395982
281,2400.0,325.0,1.4874790278945467
282,2500.0,275.0,1.1284187128373317
283,2500.0,300.0,1.1990017739709191
284,2500.0,325.0,1.5806795805991345
285,2700.0,275.0,0.8441800506717869
286,2700.0,300.0,0.9655566726426201
287,2700.0,325.0,1.2303345869711686
